InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C539945,22667,RECIPE BOX RETROSPOT ,-1,12/23/2010 11:40,2.95,17069,United Kingdom
C539945,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,12/23/2010 11:40,2.95,17069,United Kingdom
539946,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,12/23/2010 11:46,2.95,13817,Germany
539946,20712,JUMBO BAG WOODLAND ANIMALS,10,12/23/2010 11:46,1.95,13817,Germany
539946,20981,12 PENCILS TALL TUBE WOODLAND,12,12/23/2010 11:46,0.85,13817,Germany
539946,22331,WOODLAND PARTY BAG + STICKER SET,8,12/23/2010 11:46,1.65,13817,Germany
539946,22333,RETROSPOT PARTY BAG + STICKER SET,8,12/23/2010 11:46,1.65,13817,Germany
539946,21398,RED POLKADOT COFFEE  MUG,6,12/23/2010 11:46,2.1,13817,Germany
539946,21392,RED POLKADOT PUDDING BOWL,6,12/23/2010 11:46,2.1,13817,Germany
539946,21394,RED POLKADOT BEAKER ,6,12/23/2010 11:46,1.95,13817,Germany
539946,POST,POSTAGE,1,12/23/2010 11:46,18,13817,Germany
C539947,21363,HOME SMALL WOOD LETTERS,-6,12/23/2010 11:47,4.95,13854,United Kingdom
C539948,21888,BINGO SET,-4,12/23/2010 11:48,3.75,,EIRE
C539949,22083,PAPER CHAIN KIT RETROSPOT,-6,12/23/2010 11:49,2.95,17581,United Kingdom
C539950,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,12/23/2010 11:50,1.95,13534,United Kingdom
C539950,85099B,JUMBO BAG RED RETROSPOT,-10,12/23/2010 11:50,1.95,13534,United Kingdom
C539950,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,12/23/2010 11:50,4.95,13534,United Kingdom
539951,85104,SILVER GLASS T-LIGHT SET,1,12/23/2010 11:54,2.95,,United Kingdom
539951,21086,SET/6 RED SPOTTY PAPER CUPS,1,12/23/2010 11:54,0.65,,United Kingdom
539951,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,1,12/23/2010 11:54,4.95,,United Kingdom
539951,22802,FAUX FUR CHOCOLATE THROW,1,12/23/2010 11:54,19.95,,United Kingdom
539951,21094,SET/6 RED SPOTTY PAPER PLATES,1,12/23/2010 11:54,0.85,,United Kingdom
539951,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,12/23/2010 11:54,0.85,,United Kingdom
539951,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,12/23/2010 11:54,2.95,,United Kingdom
539952,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,12/23/2010 11:59,2.1,,United Kingdom
539952,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,12/23/2010 11:59,2.1,,United Kingdom
539952,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,12/23/2010 11:59,1.25,,United Kingdom
539952,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,12/23/2010 11:59,4.25,,United Kingdom
539953,85018D,YULETIDE IMAGES S/6 PAPER BOXES,1,12/23/2010 12:03,2.55,12748,United Kingdom
539953,22807,SET OF 6 T-LIGHTS TOADSTOOLS,2,12/23/2010 12:03,2.95,12748,United Kingdom
539953,22631,CIRCUS PARADE LUNCH BOX ,1,12/23/2010 12:03,1.95,12748,United Kingdom
539953,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/23/2010 12:03,1.95,12748,United Kingdom
539954,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,12,12/23/2010 12:04,3.81,13777,United Kingdom
539954,21864,UNION JACK FLAG PASSPORT COVER ,30,12/23/2010 12:04,1.69,13777,United Kingdom
539954,21354,TOAST ITS - BEST MUM,24,12/23/2010 12:04,1.05,13777,United Kingdom
539955,20712,JUMBO BAG WOODLAND ANIMALS,1,12/23/2010 12:13,5.06,,United Kingdom
539955,20718,RED RETROSPOT SHOPPER BAG,1,12/23/2010 12:13,3.36,,United Kingdom
539955,20719,WOODLAND CHARLOTTE BAG,4,12/23/2010 12:13,2.51,,United Kingdom
539955,20723,STRAWBERRY CHARLOTTE BAG,3,12/23/2010 12:13,2.51,,United Kingdom
539955,20724,RED RETROSPOT CHARLOTTE BAG,4,12/23/2010 12:13,2.51,,United Kingdom
539955,20726,LUNCH BAG WOODLAND,1,12/23/2010 12:13,5.06,,United Kingdom
539955,20728,LUNCH BAG CARS BLUE,1,12/23/2010 12:13,4.21,,United Kingdom
539955,20734,SILVER MINI TAPE MEASURE ,2,12/23/2010 12:13,1.66,,United Kingdom
539955,20960,WATERMELON BATH SPONGE,1,12/23/2010 12:13,2.51,,United Kingdom
539955,21213,PACK OF 72 SKULL CAKE CASES,1,12/23/2010 12:13,2.13,,United Kingdom
539955,21328,BALLOONS  WRITING SET ,1,12/23/2010 12:13,3.36,,United Kingdom
539955,21479,WHITE SKULL HOT WATER BOTTLE ,18,12/23/2010 12:13,8.47,,United Kingdom
539955,21481,FAWN BLUE HOT WATER BOTTLE,5,12/23/2010 12:13,6.77,,United Kingdom
539955,21484,CHICK GREY HOT WATER BOTTLE,2,12/23/2010 12:13,8.47,,United Kingdom
539955,21524,DOORMAT SPOTTY HOME SWEET HOME,2,12/23/2010 12:13,16.98,,United Kingdom
539955,21864,UNION JACK FLAG PASSPORT COVER ,1,12/23/2010 12:13,4.21,,United Kingdom
539955,21866,UNION JACK FLAG LUGGAGE TAG,1,12/23/2010 12:13,3.36,,United Kingdom
539955,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,12/23/2010 12:13,5.06,,United Kingdom
539955,21930,JUMBO STORAGE BAG SKULLS,3,12/23/2010 12:13,4.21,,United Kingdom
539955,21931,JUMBO STORAGE BAG SUKI,3,12/23/2010 12:13,5.06,,United Kingdom
539955,21934,SKULL SHOULDER BAG,2,12/23/2010 12:13,3.36,,United Kingdom
539955,21955,DOORMAT UNION JACK GUNS AND ROSES,2,12/23/2010 12:13,12.72,,United Kingdom
539955,21989,PACK OF 20 SKULL PAPER NAPKINS,1,12/23/2010 12:13,1.66,,United Kingdom
539955,22082,RIBBON REEL STRIPES DESIGN ,1,12/23/2010 12:13,4.21,,United Kingdom
539955,22110,BIRD HOUSE HOT WATER BOTTLE,3,12/23/2010 12:13,7.62,,United Kingdom
539955,22112,CHOCOLATE HOT WATER BOTTLE,3,12/23/2010 12:13,12.72,,United Kingdom
539955,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,12/23/2010 12:13,9.32,,United Kingdom
539955,22355,CHARLOTTE BAG SUKI DESIGN,14,12/23/2010 12:13,2.51,,United Kingdom
539955,22356,CHARLOTTE BAG PINK POLKADOT,2,12/23/2010 12:13,2.51,,United Kingdom
539955,22367,CHILDRENS APRON SPACEBOY DESIGN,1,12/23/2010 12:13,5.06,,United Kingdom
539955,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,12/23/2010 12:13,4.21,,United Kingdom
539955,22423,REGENCY CAKESTAND 3 TIER,5,12/23/2010 12:13,25.49,,United Kingdom
539955,22553,PLASTERS IN TIN SKULLS,2,12/23/2010 12:13,3.36,,United Kingdom
539955,22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/23/2010 12:13,4.21,,United Kingdom
539955,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,12/23/2010 12:13,4.21,,United Kingdom
539955,22652,TRAVEL SEWING KIT,1,12/23/2010 12:13,4.21,,United Kingdom
539955,22654,DELUXE SEWING KIT ,1,12/23/2010 12:13,12.72,,United Kingdom
539955,22690,DOORMAT HOME SWEET HOME BLUE ,1,12/23/2010 12:13,12.72,,United Kingdom
539955,22692,DOORMAT WELCOME TO OUR HOME,1,12/23/2010 12:13,16.98,,United Kingdom
539955,22694,WICKER STAR ,1,12/23/2010 12:13,3.36,,United Kingdom
539955,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,12/23/2010 12:13,4.21,,United Kingdom
539955,22835,HOT WATER BOTTLE I AM SO POORLY,2,12/23/2010 12:13,7.62,,United Kingdom
539955,47559b,TEA TIME OVEN GLOVE,4,12/23/2010 12:13,3.36,,United Kingdom
539955,48187,DOORMAT NEW ENGLAND,1,12/23/2010 12:13,12.72,,United Kingdom
539955,82494l,WOODEN FRAME ANTIQUE WHITE ,2,12/23/2010 12:13,8.47,,United Kingdom
539955,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,12/23/2010 12:13,8.47,,United Kingdom
539955,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,12/23/2010 12:13,8.47,,United Kingdom
539955,84030e,ENGLISH ROSE HOT WATER BOTTLE,4,12/23/2010 12:13,5.91,,United Kingdom
539955,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,12/23/2010 12:13,9.32,,United Kingdom
539955,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,12/23/2010 12:13,9.32,,United Kingdom
539955,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,12/23/2010 12:13,3.36,,United Kingdom
539955,84692,BOX OF 24 COCKTAIL PARASOLS,1,12/23/2010 12:13,1.66,,United Kingdom
539955,85099f,JUMBO BAG STRAWBERRY,1,12/23/2010 12:13,5.06,,United Kingdom
C539956,35004C,SET OF 3 COLOURED  FLYING DUCKS,-15,12/23/2010 12:55,4.65,12980,United Kingdom
539957,22138,BAKING SET 9 PIECE RETROSPOT ,3,12/23/2010 12:58,4.95,12585,Germany
539957,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/23/2010 12:58,1.69,12585,Germany
539957,21136,PAINTED METAL PEARS ASSORTED,16,12/23/2010 12:58,1.69,12585,Germany
539957,22605,WOODEN CROQUET GARDEN SET,2,12/23/2010 12:58,14.95,12585,Germany
539957,22606,WOODEN SKITTLES GARDEN SET,2,12/23/2010 12:58,15.95,12585,Germany
539957,22777,GLASS CLOCHE LARGE,12,12/23/2010 12:58,7.65,12585,Germany
539957,22778,GLASS CLOCHE SMALL,8,12/23/2010 12:58,3.95,12585,Germany
539957,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,12/23/2010 12:58,0.85,12585,Germany
539957,21175,GIN + TONIC DIET METAL SIGN,12,12/23/2010 12:58,2.1,12585,Germany
539957,85152,HAND OVER THE CHOCOLATE   SIGN ,12,12/23/2010 12:58,2.1,12585,Germany
539957,22948,METAL DECORATION NAUGHTY CHILDREN ,24,12/23/2010 12:58,0.85,12585,Germany
539957,22398,MAGNETS PACK OF 4 SWALLOWS,24,12/23/2010 12:58,1.25,12585,Germany
539957,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,12/23/2010 12:58,1.25,12585,Germany
539957,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,12/23/2010 12:58,1.25,12585,Germany
539957,22567,20 DOLLY PEGS RETROSPOT,12,12/23/2010 12:58,1.25,12585,Germany
539957,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,12/23/2010 12:58,1.49,12585,Germany
539957,21668,RED STRIPE CERAMIC DRAWER KNOB,12,12/23/2010 12:58,1.25,12585,Germany
539957,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,12/23/2010 12:58,1.25,12585,Germany
539957,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,12/23/2010 12:58,1.25,12585,Germany
539957,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,12/23/2010 12:58,1.25,12585,Germany
539957,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,12/23/2010 12:58,1.25,12585,Germany
539957,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,12/23/2010 12:58,1.25,12585,Germany
539957,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,12/23/2010 12:58,1.25,12585,Germany
539957,22785,SQUARECUSHION COVER PINK UNION FLAG,2,12/23/2010 12:58,6.75,12585,Germany
539957,22786,CUSHION COVER PINK UNION JACK,2,12/23/2010 12:58,5.95,12585,Germany
539957,22638,SET OF 4 NAPKIN CHARMS CROWNS ,6,12/23/2010 12:58,2.55,12585,Germany
539957,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,6,12/23/2010 12:58,2.55,12585,Germany
539957,22604,SET OF 4 NAPKIN CHARMS CUTLERY,6,12/23/2010 12:58,2.55,12585,Germany
539957,22316,200 BENDY SKULL STRAWS,12,12/23/2010 12:58,1.25,12585,Germany
539957,84991,60 TEATIME FAIRY CAKE CASES,24,12/23/2010 12:58,0.55,12585,Germany
539957,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,12/23/2010 12:58,0.55,12585,Germany
539957,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/23/2010 12:58,0.55,12585,Germany
539957,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/23/2010 12:58,0.55,12585,Germany
539957,21213,PACK OF 72 SKULL CAKE CASES,24,12/23/2010 12:58,0.55,12585,Germany
539957,84987,SET OF 36 TEATIME PAPER DOILIES,12,12/23/2010 12:58,1.45,12585,Germany
539957,22949,36 DOILIES DOLLY GIRL,12,12/23/2010 12:58,1.45,12585,Germany
539957,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,12/23/2010 12:58,1.45,12585,Germany
539957,84988,SET OF 72 PINK HEART PAPER DOILIES,12,12/23/2010 12:58,1.45,12585,Germany
539957,21211,SET OF 72 SKULL PAPER  DOILIES,12,12/23/2010 12:58,1.45,12585,Germany
539957,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,12/23/2010 12:58,1.45,12585,Germany
539957,22423,REGENCY CAKESTAND 3 TIER,2,12/23/2010 12:58,12.75,12585,Germany
539957,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,12/23/2010 12:58,4.95,12585,Germany
539957,22961,JAM MAKING SET PRINTED,12,12/23/2010 12:58,1.45,12585,Germany
539957,21622,VINTAGE UNION JACK CUSHION COVER,4,12/23/2010 12:58,4.95,12585,Germany
539957,21625,VINTAGE UNION JACK APRON,3,12/23/2010 12:58,6.95,12585,Germany
539957,22091,EMPIRE TISSUE BOX,12,12/23/2010 12:58,1.25,12585,Germany
539957,22076,6 RIBBONS EMPIRE  ,12,12/23/2010 12:58,1.65,12585,Germany
539957,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,12/23/2010 12:58,0.85,12585,Germany
539957,20828,GLITTER BUTTERFLY CLIPS,12,12/23/2010 12:58,2.55,12585,Germany
539957,22616,PACK OF 12 LONDON TISSUES ,24,12/23/2010 12:58,0.29,12585,Germany
539957,21967,PACK OF 12 SKULL TISSUES,24,12/23/2010 12:58,0.29,12585,Germany
539957,21982,PACK OF 12 SUKI TISSUES ,24,12/23/2010 12:58,0.29,12585,Germany
539957,22047,EMPIRE GIFT WRAP,25,12/23/2010 12:58,0.42,12585,Germany
539957,22046,TEA PARTY  WRAPPING PAPER ,25,12/23/2010 12:58,0.42,12585,Germany
539957,22048,BIRTHDAY BANQUET GIFT WRAP,25,12/23/2010 12:58,0.42,12585,Germany
539957,16156S,WRAP PINK FAIRY CAKES ,25,12/23/2010 12:58,0.42,12585,Germany
539957,22706,WRAP COWBOYS  ,25,12/23/2010 12:58,0.42,12585,Germany
539957,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,12/23/2010 12:58,1.25,12585,Germany
539957,22272,FELTCRAFT DOLL MARIA,6,12/23/2010 12:58,2.95,12585,Germany
539957,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,12/23/2010 12:58,3.75,12585,Germany
539957,22533,MAGIC DRAWING SLATE BAKE A CAKE ,24,12/23/2010 12:58,0.42,12585,Germany
539957,22534,MAGIC DRAWING SLATE SPACEBOY ,24,12/23/2010 12:58,0.42,12585,Germany
539957,22634,CHILDS BREAKFAST SET SPACEBOY ,2,12/23/2010 12:58,9.95,12585,Germany
539957,22555,PLASTERS IN TIN STRONGMAN,12,12/23/2010 12:58,1.65,12585,Germany
539957,POST,POSTAGE,6,12/23/2010 12:58,18,12585,Germany
539958,20856,DENIM PATCH PURSE PINK BUTTERFLY,5,12/23/2010 13:26,1.66,,United Kingdom
539958,20866,BLUE ROSE FABRIC MIRROR,10,12/23/2010 13:26,0.85,,United Kingdom
539958,20867,PINK ROSE FABRIC MIRROR,4,12/23/2010 13:26,0.85,,United Kingdom
539958,20868,SILVER FABRIC MIRROR,35,12/23/2010 13:26,0.85,,United Kingdom
539958,20869,GOLD FABRIC MIRROR,8,12/23/2010 13:26,0.85,,United Kingdom
539958,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,12/23/2010 13:26,5.91,,United Kingdom
539958,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,12/23/2010 13:26,2.51,,United Kingdom
539958,20998,ROSE DU SUD OVEN GLOVE,3,12/23/2010 13:26,3.36,,United Kingdom
539958,21002,ROSE DU SUD DRAWSTRING BAG,7,12/23/2010 13:26,3.36,,United Kingdom
539958,21012,ANTIQUE ALL GLASS CANDLESTICK,26,12/23/2010 13:26,2.51,,United Kingdom
539958,21014,SWISS CHALET TREE DECORATION ,1,12/23/2010 13:26,1.28,,United Kingdom
539958,21015,DARK BIRD HOUSE TREE DECORATION,1,12/23/2010 13:26,1.28,,United Kingdom
539958,21025,SPACE FROG,2,12/23/2010 13:26,0.85,,United Kingdom
539958,21026,SPACE OWL,10,12/23/2010 13:26,0.85,,United Kingdom
539958,21027,NINJA RABBIT PINK,3,12/23/2010 13:26,0.85,,United Kingdom
539958,21028,NINJA RABBIT BLACK,3,12/23/2010 13:26,0.85,,United Kingdom
539958,21030,SPACE CADET RED,3,12/23/2010 13:26,0.85,,United Kingdom
539958,21031,SPACE CADET BLACK,2,12/23/2010 13:26,0.85,,United Kingdom
539958,21032,SPACE CADET WHITE,4,12/23/2010 13:26,0.85,,United Kingdom
539958,21033,JUMBO BAG CHARLIE AND LOLA TOYS,26,12/23/2010 13:26,2.51,,United Kingdom
539958,21043,APRON MODERN VINTAGE COTTON,4,12/23/2010 13:26,4.21,,United Kingdom
539958,21051,RIBBONS PURSE ,3,12/23/2010 13:26,1.66,,United Kingdom
539958,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,12/23/2010 13:26,2.51,,United Kingdom
539958,21069,VINTAGE BILLBOARD TEA MUG,1,12/23/2010 13:26,2.51,,United Kingdom
539958,21071,VINTAGE BILLBOARD DRINK ME MUG,1,12/23/2010 13:26,2.51,,United Kingdom
539958,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,12/23/2010 13:26,1.66,,United Kingdom
539958,21094,SET/6 RED SPOTTY PAPER PLATES,5,12/23/2010 13:26,1.66,,United Kingdom
539958,21098,CHRISTMAS TOILET ROLL,9,12/23/2010 13:26,2.51,,United Kingdom
539958,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2,12/23/2010 13:26,4.21,,United Kingdom
539958,21110,LARGE CAKE TOWEL PINK SPOTS,7,12/23/2010 13:26,4.21,,United Kingdom
539958,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",3,12/23/2010 13:26,2.51,,United Kingdom
539958,84596F,SMALL MARSHMALLOWS PINK BOWL,29,12/23/2010 13:26,0.85,,United Kingdom
539958,84596G,SMALL CHOCOLATES PINK BOWL,10,12/23/2010 13:26,0.85,,United Kingdom
539958,84596J,MIXED NUTS LIGHT GREEN BOWL,4,12/23/2010 13:26,0.85,,United Kingdom
539958,84596L,BISCUITS SMALL BOWL LIGHT BLUE,23,12/23/2010 13:26,0.85,,United Kingdom
539958,84659A,WHITE TRAVEL ALARM CLOCK,4,12/23/2010 13:26,2.51,,United Kingdom
539958,84660A,WHITE STITCHED WALL CLOCK,1,12/23/2010 13:26,3.36,,United Kingdom
539958,84660C,PINK STITCHED WALL CLOCK,1,12/23/2010 13:26,3.36,,United Kingdom
539958,84661B,BLACK SQUARE TABLE CLOCK,1,12/23/2010 13:26,2.51,,United Kingdom
539958,84692,BOX OF 24 COCKTAIL PARASOLS,1,12/23/2010 13:26,0.85,,United Kingdom
539958,84748,FOLK FELT HANGING MULTICOL GARLAND,15,12/23/2010 13:26,2.51,,United Kingdom
539958,84846A,SCENTED CANDLE IN DIGITALIS TIN,1,12/23/2010 13:26,4.21,,United Kingdom
539958,84870B,BLUE GEISHA GIRL ,4,12/23/2010 13:26,2.51,,United Kingdom
539958,84870C,GREEN GEISHA GIRL ,1,12/23/2010 13:26,2.51,,United Kingdom
539958,84913A,SOFT PINK ROSE TOWEL ,2,12/23/2010 13:26,3.36,,United Kingdom
539958,84913B,MINT GREEN ROSE TOWEL,3,12/23/2010 13:26,3.36,,United Kingdom
539958,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,12/23/2010 13:26,4.21,,United Kingdom
539958,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,1,12/23/2010 13:26,1.66,,United Kingdom
539958,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,6,12/23/2010 13:26,1.66,,United Kingdom
539958,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,12/23/2010 13:26,1.84,,United Kingdom
539958,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,12/23/2010 13:26,2.51,,United Kingdom
539958,84949,SILVER HANGING T-LIGHT HOLDER,2,12/23/2010 13:26,3.36,,United Kingdom
539958,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,6,12/23/2010 13:26,1.66,,United Kingdom
539958,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,7,12/23/2010 13:26,1.66,,United Kingdom
539958,84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,7,12/23/2010 13:26,1.66,,United Kingdom
539958,84968A,SET OF 16 VINTAGE ROSE CUTLERY,9,12/23/2010 13:26,8.47,,United Kingdom
539958,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,12/23/2010 13:26,8.47,,United Kingdom
539958,84968D,SET OF 16 VINTAGE RED CUTLERY,3,12/23/2010 13:26,8.47,,United Kingdom
539958,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,12/23/2010 13:26,8.47,,United Kingdom
539958,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,3,12/23/2010 13:26,8.47,,United Kingdom
539958,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,12/23/2010 13:26,3.36,,United Kingdom
539958,85032D,YULETIDE IMAGES GIFT WRAP SET,2,12/23/2010 13:26,1.66,,United Kingdom
539958,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,5,12/23/2010 13:26,3.36,,United Kingdom
539958,21112,"SWISS ROLL TOWEL, PINK  SPOTS",5,12/23/2010 13:26,2.51,,United Kingdom
539958,85034C,3 ROSE MORRIS BOXED CANDLES,3,12/23/2010 13:26,3.36,,United Kingdom
539958,21115,ROSE CARAVAN DOORSTOP,1,12/23/2010 13:26,14.43,,United Kingdom
539958,21147,JINGLE BELLS TREE DECORATION,3,12/23/2010 13:26,2.51,,United Kingdom
539958,21181,PLEASE ONE PERSON METAL SIGN,1,12/23/2010 13:26,4.21,,United Kingdom
539958,21195,PINK  HONEYCOMB PAPER BALL ,5,12/23/2010 13:26,1.66,,United Kingdom
539958,21195,PINK  HONEYCOMB PAPER BALL ,1,12/23/2010 13:26,4.21,,United Kingdom
539958,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1,12/23/2010 13:26,1.66,,United Kingdom
539958,21205,MULTICOLOUR 3D BALLS GARLAND,2,12/23/2010 13:26,2.51,,United Kingdom
539958,21219,SET/4 BADGES BALLOON GIRL,12,12/23/2010 13:26,0.85,,United Kingdom
539958,21220,SET/4 BADGES DOGS,6,12/23/2010 13:26,0.85,,United Kingdom
539958,21221,SET/4 BADGES CUTE CREATURES,3,12/23/2010 13:26,0.85,,United Kingdom
539958,21222,SET/4 BADGES BEETLES,5,12/23/2010 13:26,0.85,,United Kingdom
539958,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,12/23/2010 13:26,8.47,,United Kingdom
539958,21327,SKULLS WRITING SET ,2,12/23/2010 13:26,3.36,,United Kingdom
539958,21454,PAINTED PINK RABBIT ,2,12/23/2010 13:26,1.66,,United Kingdom
539958,21484,CHICK GREY HOT WATER BOTTLE,1,12/23/2010 13:26,7.62,,United Kingdom
539958,21494,ROTATING LEAVES T-LIGHT HOLDER,18,12/23/2010 13:26,1.66,,United Kingdom
539958,21507,"ELEPHANT, BIRTHDAY CARD, ",1,12/23/2010 13:26,0.85,,United Kingdom
539958,21508,VINTAGE KID DOLLY CARD ,2,12/23/2010 13:26,0.85,,United Kingdom
539958,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1,12/23/2010 13:26,0.85,,United Kingdom
539958,21518,BANK ACCOUNT  GREETING  CARD ,8,12/23/2010 13:26,0.43,,United Kingdom
539958,21519,GIN & TONIC DIET GREETING CARD ,1,12/23/2010 13:26,0.85,,United Kingdom
539958,21520,BOOZE & WOMEN GREETING CARD ,7,12/23/2010 13:26,0.43,,United Kingdom
539958,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,12/23/2010 13:26,13.57,,United Kingdom
539958,21534,DAIRY MAID LARGE MILK JUG,1,12/23/2010 13:26,10.17,,United Kingdom
539958,21544,SKULLS  WATER TRANSFER TATTOOS ,1,12/23/2010 13:26,1.66,,United Kingdom
539958,21556,CERAMIC STRAWBERRY MONEY BOX,3,12/23/2010 13:26,2.51,,United Kingdom
539958,21557,SET OF 6 FUNKY BEAKERS,12,12/23/2010 13:26,2.51,,United Kingdom
539958,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,12/23/2010 13:26,2.51,,United Kingdom
539958,21618,4 WILDFLOWER BOTANICAL CANDLES,4,12/23/2010 13:26,2.51,,United Kingdom
539958,21619,4 VANILLA BOTANICAL CANDLES,4,12/23/2010 13:26,2.51,,United Kingdom
539958,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,12/23/2010 13:26,2.51,,United Kingdom
539958,21631,HIPPY CHIC DECORATIVE PARASOL,2,12/23/2010 13:26,8.47,,United Kingdom
539958,21632,VINTAGE PINK DECORATIVE PARASOL,1,12/23/2010 13:26,8.47,,United Kingdom
539958,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,5,12/23/2010 13:26,3.36,,United Kingdom
539958,85035C,ROSE 3 WICK MORRIS BOX CANDLE,3,12/23/2010 13:26,3.36,,United Kingdom
539958,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,12/23/2010 13:26,3.36,,United Kingdom
539958,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,3,12/23/2010 13:26,3.36,,United Kingdom
539958,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,3,12/23/2010 13:26,1.66,,United Kingdom
539958,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,12/23/2010 13:26,1.66,,United Kingdom
539958,85049H,URBAN BLACK RIBBONS ,15,12/23/2010 13:26,0.85,,United Kingdom
539958,85059,FRENCH ENAMEL WATER BASIN,9,12/23/2010 13:26,3.36,,United Kingdom
539958,85064,CREAM SWEETHEART LETTER RACK,2,12/23/2010 13:26,11.02,,United Kingdom
539958,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,7,12/23/2010 13:26,0.85,,United Kingdom
539958,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,12/23/2010 13:26,0.85,,United Kingdom
539958,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",8,12/23/2010 13:26,0.85,,United Kingdom
539958,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,5,12/23/2010 13:26,0.85,,United Kingdom
539958,85087,CANDY SPOT CUSHION COVER,5,12/23/2010 13:26,3.36,,United Kingdom
539958,85088,CANDY SPOT HAND BAG,5,12/23/2010 13:26,1.66,,United Kingdom
